503050.00,2012.00,2752.00,6.00,2.00,1.35,1.00
308800.00,1994.00,2315.00,6.00,1.00,0.77,0.00
363100.00,1987.00,2763.00,5.00,2.50,1.41,0.00
361250.00,1996.00,2469.00,6.00,2.00,1.06,0.00
609200.00,1995.00,4043.00,2.00,3.00,0.85,3.00
255050.00,1993.00,2045.00,3.00,2.00,1.22,0.00
556050.00,1983.00,3966.00,6.00,3.00,1.41,1.00
479450.00,2005.00,2657.00,6.00,3.00,1.06,2.00
580450.00,2005.00,3664.00,2.00,2.50,0.89,2.00
291900.00,1982.00,2341.00,5.00,1.50,0.55,3.00
374300.00,1983.00,3146.00,2.00,3.00,1.16,0.00
405200.00,1993.00,3157.00,3.00,1.00,1.11,0.00
416550.00,2000.00,2495.00,5.00,2.50,1.32,2.00
357900.00,1986.00,2654.00,6.00,2.00,1.32,1.00
347050.00,1993.00,2296.00,5.00,1.50,1.01,3.00
441050.00,2008.00,2610.00,3.00,2.00,0.97,2.00
261000.00,1989.00,2063.00,6.00,2.00,0.77,0.00
471000.00,1988.00,3091.00,5.00,3.00,1.49,3.00
475250.00,1993.00,3141.00,6.00,1.00,0.94,3.00
511600.00,2003.00,3050.00,6.00,2.50,1.44,1.00
603150.00,1996.00,4021.00,4.00,2.00,1.00,2.00
311750.00,1999.00,2138.00,6.00,1.00,1.07,0.00
275350.00,1996.00,1897.00,2.00,3.00,0.72,2.00
452000.00,1992.00,3082.00,5.00,3.00,0.98,1.00
558200.00,1996.00,3465.00,6.00,2.00,1.23,3.00
412100.00,1985.00,3353.00,4.00,2.00,0.61,0.00
273100.00,1980.00,2379.00,4.00,1.50,1.25,2.00
358150.00,1991.00,2821.00,3.00,2.00,1.00,0.00
353950.00,1987.00,2608.00,2.00,3.00,0.85,3.00
521150.00,1981.00,3859.00,6.00,1.50,1.32,2.00
484300.00,1991.00,3413.00,3.00,1.00,1.49,3.00
353550.00,1994.00,2250.00,5.00,2.00,1.07,3.00
445250.00,1989.00,3338.00,2.00,2.00,0.97,2.00
330950.00,1999.00,1997.00,3.00,2.50,1.26,3.00
333950.00,1991.00,2292.00,4.00,2.00,1.01,3.00
338350.00,1997.00,2374.00,3.00,2.00,1.15,1.00
558050.00,1992.00,3727.00,5.00,2.50,1.10,2.00
411450.00,1991.00,2958.00,2.00,3.00,0.85,2.00
423550.00,1982.00,3557.00,3.00,1.00,1.00,1.00
476700.00,1991.00,3286.00,5.00,3.00,0.92,1.00
425350.00,1998.00,3060.00,4.00,1.00,1.09,0.00
387650.00,2001.00,2362.00,2.00,3.00,0.89,3.00
566250.00,2016.00,3056.00,3.00,2.50,0.69,3.00
281100.00,1986.00,2267.00,3.00,1.00,1.07,3.00
401100.00,1991.00,2947.00,2.00,1.50,0.77,3.00
576700.00,1995.00,3975.00,4.00,1.00,1.03,2.00
517700.00,1999.00,3454.00,3.00,2.50,1.14,1.00
473750.00,2011.00,2810.00,3.00,2.00,1.15,1.00
356150.00,1993.00,2482.00,3.00,2.50,1.09,2.00
599900.00,1984.00,4488.00,6.00,1.00,0.78,1.00
384600.00,1992.00,2655.00,6.00,1.50,0.59,2.00
484150.00,2011.00,2833.00,5.00,2.50,0.78,0.00
418700.00,1989.00,3015.00,5.00,1.50,0.93,2.00
425400.00,1982.00,3439.00,5.00,2.00,0.97,0.00
529400.00,2016.00,3097.00,2.00,1.00,0.99,2.00
444850.00,1987.00,3361.00,2.00,1.00,1.38,3.00
456150.00,1993.00,2956.00,4.00,3.00,0.85,3.00
556150.00,1997.00,3647.00,6.00,1.00,0.94,2.00
510750.00,2012.00,2834.00,2.00,2.50,1.21,3.00
253650.00,1993.00,1964.00,4.00,2.00,1.27,0.00
437550.00,1991.00,3422.00,2.00,1.00,0.95,1.00
466200.00,2007.00,2901.00,3.00,2.50,0.57,1.00
653400.00,1992.00,4511.00,3.00,2.50,0.95,2.00
540800.00,1996.00,3765.00,6.00,1.00,1.07,0.00
410050.00,2012.00,2299.00,3.00,2.50,1.18,1.00
478200.00,2002.00,2923.00,4.00,2.00,0.65,3.00
389150.00,1984.00,3072.00,3.00,2.00,0.89,2.00
475200.00,2007.00,2708.00,3.00,2.50,1.10,3.00
470600.00,1990.00,3332.00,6.00,1.00,0.72,2.00
675150.00,2005.00,4248.00,4.00,2.50,1.03,1.00
460700.00,2000.00,2936.00,4.00,3.00,1.02,1.00
388600.00,1996.00,2676.00,5.00,3.00,0.48,0.00
427250.00,1992.00,2719.00,5.00,3.00,0.96,3.00
487150.00,2000.00,3194.00,6.00,1.50,1.37,0.00
389300.00,2013.00,2199.00,2.00,1.00,0.63,3.00
324900.00,1994.00,2263.00,2.00,2.00,1.03,3.00
515450.00,1990.00,3280.00,6.00,3.00,1.23,3.00
504600.00,2007.00,3136.00,3.00,1.50,0.78,2.00
244700.00,1995.00,1799.00,2.00,3.00,0.99,1.00
570200.00,2002.00,3837.00,3.00,2.50,0.81,0.00
447700.00,1999.00,3086.00,2.00,2.00,1.32,1.00
432400.00,2000.00,2699.00,6.00,3.00,1.17,0.00
424600.00,1976.00,3308.00,6.00,1.50,1.06,3.00
539750.00,1973.00,4173.00,4.00,3.00,0.92,3.00
414900.00,2001.00,2810.00,3.00,2.50,1.06,0.00
577200.00,2001.00,3853.00,3.00,2.00,0.95,1.00
411550.00,1988.00,2997.00,6.00,2.00,0.80,1.00
274900.00,1978.00,2663.00,2.00,2.00,1.03,1.00
636850.00,2006.00,4081.00,6.00,1.00,0.98,0.00
569150.00,1992.00,4124.00,5.00,1.50,0.87,0.00
721000.00,2005.00,4520.00,2.00,2.00,1.20,3.00
220000.00,1991.00,1714.00,6.00,2.00,0.86,0.00
462300.00,1985.00,3680.00,2.00,1.50,0.52,2.00
505100.00,2001.00,3321.00,2.00,2.00,1.13,2.00
446550.00,1991.00,3379.00,2.00,1.00,0.98,2.00
410800.00,1981.00,3146.00,5.00,2.50,0.76,2.00
603350.00,2005.00,3496.00,6.00,3.00,0.93,2.00
480450.00,1981.00,3539.00,4.00,2.50,1.14,3.00
415800.00,1992.00,2563.00,6.00,3.00,1.09,3.00
627350.00,1987.00,4780.00,3.00,1.50,1.19,0.00
480050.00,2012.00,2692.00,4.00,2.00,0.75,2.00
428800.00,1970.00,3464.00,6.00,2.50,0.78,3.00
407300.00,1987.00,2768.00,6.00,2.00,1.14,3.00
440950.00,1993.00,3055.00,5.00,1.00,1.18,2.00
489950.00,1981.00,3586.00,6.00,2.50,0.97,2.00
220150.00,1981.00,1968.00,2.00,2.00,1.33,3.00
493950.00,1999.00,3330.00,4.00,1.50,1.13,1.00
269500.00,1996.00,1712.00,5.00,3.00,1.18,1.00
530900.00,2001.00,3510.00,2.00,1.00,0.96,3.00
521200.00,2018.00,2843.00,6.00,1.50,1.15,0.00
375450.00,1994.00,2592.00,5.00,3.00,1.11,0.00
491650.00,1995.00,3291.00,4.00,3.00,1.20,1.00
345700.00,1989.00,2359.00,4.00,2.50,1.29,3.00
393350.00,1992.00,3227.00,2.00,1.00,0.62,0.00
472400.00,1993.00,3457.00,3.00,3.00,0.59,0.00
440350.00,1986.00,3262.00,4.00,1.00,1.07,3.00
459050.00,2002.00,2662.00,6.00,1.50,1.15,3.00
371850.00,1989.00,2963.00,3.00,1.50,0.66,1.00
409350.00,1989.00,3127.00,3.00,2.00,1.02,1.00
573000.00,1984.00,4261.00,4.00,3.00,1.59,0.00
522100.00,1976.00,4019.00,6.00,2.00,0.95,2.00
368150.00,1998.00,2514.00,5.00,2.00,1.07,0.00
508550.00,1994.00,3327.00,4.00,2.50,0.80,3.00
668950.00,1991.00,4678.00,3.00,2.00,1.15,2.00
469400.00,1976.00,3766.00,4.00,1.50,0.80,3.00
550350.00,1995.00,3769.00,6.00,2.00,1.00,0.00
615500.00,2005.00,3886.00,3.00,1.50,1.34,2.00
649150.00,2013.00,3645.00,4.00,2.50,0.66,3.00
628850.00,2007.00,4155.00,2.00,2.50,0.54,0.00
221250.00,1985.00,1895.00,2.00,2.50,1.30,2.00
397250.00,2001.00,2587.00,2.00,2.50,0.78,2.00
296450.00,1992.00,2156.00,5.00,1.50,1.37,1.00
180050.00,1999.00,1043.00,3.00,3.00,1.24,2.00
231400.00,1985.00,2073.00,3.00,2.00,1.03,1.00
457650.00,2000.00,3048.00,5.00,1.50,0.53,1.00
100000.00,1979.00,1067.00,6.00,2.00,1.33,2.00
393000.00,1987.00,3138.00,4.00,2.00,0.82,0.00
313950.00,1986.00,2377.00,3.00,3.00,1.16,2.00
321800.00,1990.00,2358.00,6.00,1.50,1.04,1.00
311900.00,1995.00,2137.00,5.00,2.00,1.09,1.00
313350.00,1992.00,2219.00,6.00,2.50,1.20,0.00
407050.00,1987.00,2804.00,5.00,2.50,0.93,3.00
389200.00,2003.00,2587.00,3.00,2.50,0.91,0.00
564750.00,1991.00,3871.00,5.00,1.00,0.94,3.00
638650.00,1994.00,4430.00,3.00,3.00,0.61,1.00
628750.00,2009.00,3837.00,6.00,2.00,0.88,0.00
382300.00,1999.00,2739.00,2.00,1.50,0.93,1.00
358200.00,1988.00,3020.00,2.00,1.00,0.68,1.00
468500.00,1998.00,3431.00,2.00,1.50,1.09,0.00
315800.00,2009.00,1777.00,4.00,1.00,0.95,2.00
272600.00,1992.00,2259.00,2.00,1.50,0.75,1.00
593700.00,1989.00,4249.00,6.00,2.00,1.09,0.00
532400.00,1992.00,3692.00,5.00,2.00,1.24,1.00
374100.00,1995.00,2808.00,3.00,2.00,0.86,0.00
531800.00,1989.00,3896.00,5.00,1.00,1.16,1.00
553750.00,2019.00,3165.00,4.00,1.50,1.10,0.00
630000.00,1997.00,4084.00,5.00,1.00,1.16,3.00
397400.00,1978.00,3387.00,6.00,1.00,1.29,0.00
525700.00,1990.00,3632.00,5.00,3.00,1.06,1.00
348200.00,1998.00,2365.00,2.00,2.00,0.23,3.00
418450.00,1999.00,2571.00,5.00,2.50,1.02,2.00
489400.00,1997.00,3398.00,3.00,1.50,0.48,2.00
534900.00,2006.00,3253.00,5.00,1.50,0.63,2.00
227650.00,1990.00,2033.00,2.00,2.00,1.18,0.00
327750.00,1982.00,2674.00,2.00,1.50,1.61,3.00
303100.00,1984.00,2344.00,5.00,2.00,1.10,2.00
497700.00,1998.00,3117.00,6.00,3.00,1.01,1.00
501800.00,1992.00,3542.00,2.00,2.00,0.70,3.00
412200.00,1984.00,3182.00,4.00,2.00,0.66,2.00
573250.00,2006.00,3498.00,3.00,2.00,0.57,3.00
455900.00,1987.00,3292.00,3.00,2.50,0.64,3.00
427650.00,1985.00,2952.00,5.00,3.00,0.99,3.00
602100.00,1998.00,3991.00,3.00,2.50,0.73,2.00
410950.00,1990.00,2843.00,2.00,3.00,1.30,3.00
434700.00,1988.00,3270.00,5.00,2.00,1.28,0.00
528850.00,2012.00,2875.00,6.00,3.00,0.84,1.00
483350.00,1984.00,3989.00,3.00,1.00,1.00,0.00
392600.00,2002.00,2459.00,6.00,2.00,1.25,0.00
296500.00,1988.00,2512.00,3.00,1.00,0.98,1.00
388650.00,2003.00,2601.00,2.00,1.50,1.40,1.00
251200.00,1979.00,2295.00,6.00,2.50,0.63,0.00
377300.00,1985.00,2736.00,4.00,2.50,0.96,3.00
613700.00,2010.00,3717.00,5.00,2.50,0.91,0.00
677200.00,2000.00,4506.00,3.00,1.50,0.92,2.00
344750.00,1991.00,2430.00,4.00,1.00,1.35,3.00
380850.00,1985.00,2832.00,5.00,1.50,0.57,3.00
545900.00,1994.00,3911.00,4.00,1.50,1.45,0.00
279300.00,1985.00,2481.00,2.00,1.50,1.31,1.00
352800.00,2000.00,2499.00,2.00,1.50,1.03,1.00
618800.00,1992.00,4111.00,5.00,1.50,1.31,3.00
243150.00,1992.00,1652.00,6.00,3.00,0.69,1.00
456500.00,2004.00,2839.00,2.00,2.00,0.71,3.00
553950.00,1997.00,3899.00,2.00,3.00,0.94,0.00
192950.00,1984.00,1847.00,3.00,2.00,1.06,1.00
297300.00,1982.00,2259.00,5.00,2.50,0.73,3.00
394900.00,1981.00,3459.00,2.00,2.00,1.07,0.00
381350.00,1975.00,3272.00,6.00,3.00,0.37,0.00
681700.00,2003.00,4214.00,3.00,2.50,1.14,3.00
579650.00,2005.00,3725.00,6.00,1.50,0.56,0.00
335000.00,2002.00,2122.00,3.00,1.00,0.78,3.00
308300.00,1988.00,2342.00,4.00,2.50,1.30,1.00
359450.00,1980.00,3046.00,5.00,2.50,0.67,0.00
522350.00,2000.00,3324.00,4.00,2.50,0.75,2.00
474450.00,1983.00,3662.00,3.00,2.00,1.01,2.00
397050.00,1994.00,2988.00,5.00,1.00,0.59,0.00
586700.00,1990.00,4282.00,6.00,1.00,0.96,0.00
310600.00,1997.00,1927.00,6.00,1.50,1.27,2.00
261900.00,1990.00,2148.00,4.00,2.00,0.98,0.00
589100.00,2001.00,3989.00,2.00,2.00,1.05,1.00
277300.00,2005.00,1536.00,2.00,3.00,1.46,2.00
559250.00,1991.00,3940.00,4.00,2.50,1.05,1.00
509200.00,2011.00,2906.00,2.00,1.50,1.72,3.00
469450.00,1979.00,3552.00,6.00,1.00,1.11,3.00
678550.00,2009.00,4096.00,3.00,2.50,1.11,2.00
218600.00,1991.00,1616.00,4.00,2.00,1.08,2.00
590450.00,2007.00,3475.00,5.00,2.50,0.78,2.00
781650.00,2009.00,4746.00,2.00,2.50,1.15,3.00
172850.00,1983.00,1618.00,2.00,2.00,1.01,3.00
455600.00,1989.00,3315.00,2.00,2.50,1.39,2.00
447300.00,1993.00,3389.00,4.00,1.00,0.93,0.00
548700.00,2002.00,3506.00,4.00,2.50,1.02,1.00
598500.00,2009.00,3555.00,2.00,2.00,1.35,3.00
427850.00,1988.00,3049.00,4.00,2.50,1.20,2.00
184550.00,1975.00,2095.00,3.00,1.00,1.02,2.00
376650.00,2000.00,2565.00,5.00,1.50,0.96,0.00
387350.00,1986.00,2888.00,5.00,1.50,1.11,2.00
405550.00,1978.00,3324.00,2.00,3.00,1.13,2.00
240650.00,1986.00,2341.00,2.00,1.50,0.80,0.00
314450.00,1986.00,2256.00,5.00,3.00,1.07,2.00
167850.00,1995.00,1469.00,3.00,1.50,1.00,0.00
329600.00,1998.00,2581.00,2.00,1.00,0.83,0.00
495100.00,1993.00,3469.00,5.00,2.00,0.65,1.00
475100.00,1993.00,3653.00,3.00,1.00,0.81,0.00
529100.00,2001.00,3676.00,2.00,2.00,1.18,0.00
383700.00,1994.00,2954.00,2.00,1.00,1.04,1.00
387900.00,1995.00,2744.00,6.00,1.50,0.92,0.00
416600.00,1989.00,3130.00,5.00,1.50,0.64,1.00
642150.00,2001.00,3855.00,6.00,3.00,1.26,2.00
419150.00,2007.00,2312.00,5.00,2.50,0.99,2.00
370100.00,1986.00,3243.00,2.00,1.00,0.91,0.00
514250.00,2010.00,2976.00,5.00,2.50,0.69,1.00
448250.00,1993.00,3200.00,3.00,3.00,0.55,1.00
394650.00,2019.00,1837.00,6.00,1.50,0.44,2.00
415600.00,1991.00,2848.00,6.00,3.00,0.56,1.00
315800.00,1984.00,2296.00,6.00,2.00,0.76,3.00
515150.00,1988.00,3619.00,4.00,2.00,0.82,3.00
527800.00,1989.00,3867.00,4.00,1.50,1.35,1.00
657100.00,2014.00,4000.00,2.00,2.00,1.14,1.00
253650.00,1997.00,1489.00,5.00,2.00,1.02,3.00
567200.00,1999.00,3422.00,6.00,2.50,0.76,3.00
285000.00,1998.00,2007.00,3.00,2.00,0.93,1.00
362600.00,1983.00,2751.00,5.00,2.50,0.83,2.00
712100.00,2014.00,4313.00,3.00,3.00,1.01,0.00
561200.00,2010.00,3268.00,2.00,2.50,0.90,3.00
313700.00,2000.00,2213.00,4.00,1.50,0.95,0.00
370400.00,1980.00,3143.00,2.00,2.00,0.93,2.00
382950.00,2005.00,2436.00,4.00,1.00,1.17,1.00
575600.00,1998.00,3727.00,2.00,3.00,0.77,3.00
385900.00,1970.00,3158.00,6.00,2.50,0.98,3.00
464900.00,1990.00,3246.00,6.00,3.00,1.20,0.00
406100.00,2011.00,2175.00,3.00,2.50,1.49,2.00
503450.00,1994.00,3663.00,4.00,1.50,1.10,0.00
568800.00,2010.00,3068.00,6.00,2.00,1.24,3.00
383250.00,1977.00,3254.00,3.00,1.00,1.01,3.00
653650.00,2010.00,3936.00,4.00,2.00,0.55,2.00
336100.00,2007.00,1801.00,4.00,3.00,0.73,2.00
640300.00,1988.00,4465.00,3.00,2.50,0.87,3.00
309900.00,2001.00,1954.00,3.00,1.00,1.12,3.00
394300.00,2009.00,2579.00,3.00,1.50,0.33,0.00
526350.00,1997.00,3344.00,5.00,1.50,1.15,3.00
478800.00,1979.00,3895.00,2.00,2.00,0.97,2.00
483450.00,2006.00,3108.00,2.00,2.00,1.15,1.00
567150.00,2007.00,3338.00,6.00,1.00,1.43,2.00
419050.00,1990.00,3023.00,5.00,3.00,1.04,0.00
560950.00,2008.00,3507.00,5.00,1.00,0.66,1.00
307550.00,1987.00,2671.00,3.00,1.50,0.96,0.00
325200.00,2002.00,1765.00,4.00,3.00,1.03,3.00
272650.00,1997.00,1775.00,3.00,3.00,0.76,2.00
405900.00,2014.00,2099.00,4.00,2.00,1.07,2.00
757200.00,1998.00,4888.00,6.00,1.50,1.10,2.00
416900.00,1995.00,3087.00,2.00,1.50,1.09,1.00
454250.00,2007.00,2688.00,5.00,1.00,1.07,2.00
559750.00,1998.00,3560.00,4.00,3.00,1.05,2.00
467750.00,2002.00,3232.00,3.00,1.50,1.03,0.00
474500.00,1999.00,3260.00,3.00,3.00,0.70,0.00
389900.00,1995.00,2820.00,5.00,1.50,0.96,0.00
655350.00,1995.00,4106.00,6.00,2.50,1.13,3.00
414200.00,1995.00,2817.00,2.00,3.00,1.11,2.00
631650.00,2001.00,3831.00,6.00,2.50,1.30,2.00
296100.00,1989.00,1961.00,6.00,2.00,1.13,3.00
450200.00,2009.00,2437.00,4.00,2.50,0.81,3.00
501400.00,1995.00,3306.00,4.00,3.00,0.70,2.00
605500.00,1989.00,4275.00,4.00,2.00,0.95,2.00
497600.00,2001.00,2953.00,5.00,2.50,0.81,3.00
472950.00,2006.00,3152.00,2.00,1.00,1.01,1.00
435100.00,2001.00,2709.00,4.00,2.00,1.25,2.00
399150.00,1976.00,3767.00,2.00,1.00,0.94,0.00
329150.00,1985.00,2734.00,4.00,2.00,1.27,0.00
434350.00,1990.00,3440.00,2.00,1.50,1.39,0.00
529750.00,2011.00,2765.00,5.00,3.00,1.00,3.00
423350.00,1990.00,3113.00,3.00,2.00,0.76,2.00
462650.00,1983.00,3568.00,2.00,2.50,1.33,2.00
308000.00,1983.00,2435.00,5.00,3.00,0.85,1.00
663700.00,2012.00,3842.00,3.00,2.00,1.16,3.00
494250.00,1983.00,3540.00,6.00,2.00,0.55,3.00
386900.00,1998.00,2568.00,5.00,2.50,1.28,0.00
520250.00,1995.00,3366.00,5.00,1.50,1.19,3.00
399900.00,1992.00,2835.00,3.00,1.00,1.31,3.00
387750.00,1994.00,2972.00,2.00,1.00,1.13,1.00
587500.00,1993.00,4033.00,2.00,2.00,1.17,3.00
569000.00,2001.00,3925.00,2.00,2.50,0.85,0.00
781450.00,2008.00,4910.00,2.00,2.50,0.83,2.00
458000.00,1979.00,3607.00,4.00,2.50,0.63,2.00
362150.00,2002.00,2463.00,3.00,2.00,1.18,0.00
647300.00,2010.00,3781.00,5.00,1.50,1.51,2.00
346900.00,1984.00,2997.00,2.00,2.00,1.49,0.00
641800.00,2004.00,3923.00,4.00,2.00,0.89,3.00
547750.00,1996.00,3644.00,2.00,3.00,0.41,3.00
685200.00,2005.00,4378.00,4.00,1.00,0.90,2.00
250050.00,2000.00,1454.00,5.00,3.00,1.13,1.00
411000.00,1980.00,3269.00,6.00,2.00,0.71,1.00
374450.00,1980.00,2876.00,5.00,2.00,0.87,3.00
373100.00,1974.00,3697.00,2.00,1.00,0.57,0.00
554300.00,2001.00,3237.00,5.00,3.00,1.25,3.00
437550.00,2001.00,2609.00,3.00,3.00,1.08,3.00
569600.00,1998.00,3802.00,2.00,1.50,1.12,3.00
600200.00,1993.00,3840.00,6.00,3.00,1.28,2.00
322150.00,2003.00,2056.00,3.00,1.50,0.75,2.00
395850.00,1994.00,3021.00,2.00,1.00,1.18,1.00
383450.00,1992.00,2823.00,5.00,1.00,1.00,1.00
202350.00,1994.00,1640.00,2.00,2.00,1.09,1.00
312050.00,1997.00,2249.00,4.00,2.00,0.98,0.00
625400.00,2005.00,3858.00,3.00,2.50,1.28,2.00
326800.00,1995.00,2285.00,4.00,2.00,1.27,1.00
525700.00,1999.00,3559.00,2.00,1.00,0.79,3.00
456950.00,1979.00,3526.00,4.00,3.00,0.87,2.00
323500.00,1994.00,2163.00,6.00,1.00,1.27,2.00
287000.00,1984.00,2084.00,6.00,3.00,0.96,2.00
227400.00,1972.00,2570.00,4.00,1.50,0.96,0.00
257600.00,1992.00,2000.00,5.00,1.50,1.34,0.00
935700.00,2004.00,5645.00,6.00,3.00,0.93,3.00
584450.00,1999.00,3657.00,6.00,3.00,1.06,1.00
452550.00,2000.00,2646.00,5.00,3.00,0.71,3.00
501750.00,2006.00,2772.00,5.00,3.00,0.73,3.00
502400.00,2016.00,2511.00,5.00,3.00,1.05,2.00
308950.00,1988.00,2347.00,3.00,2.00,0.46,3.00
409800.00,2006.00,2719.00,2.00,1.00,1.13,1.00
346700.00,1984.00,2765.00,3.00,2.50,0.63,2.00
596200.00,1995.00,3891.00,4.00,2.00,1.17,3.00
393000.00,1999.00,2488.00,4.00,1.00,1.32,3.00
423200.00,1987.00,3231.00,6.00,1.50,1.07,0.00
500750.00,2012.00,2836.00,4.00,2.00,0.69,2.00
341200.00,1995.00,2624.00,4.00,1.00,0.84,0.00
592000.00,2003.00,3488.00,6.00,3.00,0.92,2.00
495050.00,2006.00,3075.00,4.00,2.50,1.42,0.00
574250.00,2002.00,3738.00,6.00,1.00,1.57,0.00
681700.00,2009.00,3975.00,6.00,1.00,1.03,3.00
277950.00,1983.00,2262.00,3.00,3.00,0.91,2.00
283350.00,1982.00,2172.00,5.00,3.00,1.17,2.00
79900.00,1976.00,1334.00,3.00,2.50,0.82,1.00
650200.00,2011.00,4115.00,2.00,2.50,1.03,0.00
381450.00,1983.00,3065.00,3.00,2.50,1.28,1.00
320800.00,1999.00,2015.00,5.00,2.50,1.07,1.00
499900.00,1985.00,3624.00,6.00,1.00,1.42,2.00
567500.00,1996.00,3775.00,6.00,1.50,1.25,1.00
250800.00,1966.00,2748.00,4.00,1.00,1.24,2.00
679200.00,1989.00,4636.00,3.00,3.00,0.92,3.00
302650.00,2005.00,2145.00,2.00,1.00,1.06,0.00
333250.00,1990.00,2627.00,2.00,2.50,0.78,1.00
476450.00,1987.00,3398.00,6.00,3.00,0.45,1.00
253750.00,1979.00,2350.00,3.00,3.00,0.75,1.00
242250.00,2000.00,1574.00,2.00,3.00,0.41,2.00
417550.00,1998.00,2828.00,4.00,2.00,0.89,1.00
365700.00,1994.00,2746.00,2.00,2.00,0.92,1.00
315950.00,1991.00,2523.00,4.00,1.00,1.50,0.00
